Film,LAND,
0300220,Bundesrepublik Deutschland (bis 1990),1
0300814,Canada,1
0300901,Bundesrepublik Deutschland (bis 1990),1
0302249,Bundesrepublik Deutschland (bis 1990),1
0302792,Switzerland,1
0303014,Germany,1
0304403,Turkey,1
0304472,United States,1
0305149,Switzerland,1
0305215,East Germany,1
0306700,Germany,1
0307039,United States,1
0307094,Germany,1
0307789,United States,1
0308400,Austria,1
0308502,Germany,1
0309267,United Kingdom,1
0310509,Bundesrepublik Deutschland (bis 1990),1
0310959,Bundesrepublik Deutschland (bis 1990),1
0311531,Bundesrepublik Deutschland (bis 1990),1
0311736,Bundesrepublik Deutschland (bis 1990),1
0312500,Czechoslovakia,1
0313093,United States,1
0313347,United Kingdom,1
0314095,Germany,1
0314219,Germany,1
0314310,Bundesrepublik Deutschland (bis 1990),1
0314619,Austria,1
0314838,Bundesrepublik Deutschland (bis 1990),1
0315387,Bundesrepublik Deutschland (bis 1990),1
0315499,Austria,1
0315577,East Germany,1
0315596,Austria,1
0315620,Germany,1
0315621,Germany,1
0315762,Germany,1
0315821,Germany,1
0315883,Austria,1
0315928,Germany,1
0316116,Germany,1
0316158,Austria,1
0316377,Austria,1
0316504,Austria,1
0316636,Austria,1
0316896,Austria,1
0316897,Germany,1
0317075,Bundesrepublik Deutschland (bis 1990),1
0317141,Germany,1
0317491,Germany,1
0317605,Austria,1
0317664,Hungary,1
0317714,Germany,1
0317873,Germany,1
0317924,Germany,1
0318046,Germany,1
0318215,United States,1
0318224,United Kingdom,1
0318726,Germany,1
0318732,Bundesrepublik Deutschland (bis 1990),1
0318785,Germany,1
0318834,Germany,1
0319069,Bundesrepublik Deutschland (bis 1990),1
0319141,Germany,1
0319214,Argentina,1
0319379,Brazil,1
0319402,Austria,1
0319498,Germany,1
0320048,United States,1
0320087,East Germany,1
0320509,Argentina,1
0322086,Germany,1
0322165,United Kingdom,1
0322431,United States,1
0324266,Czechoslovakia,1
0324840,United States,1
0324948,United States,1
0324986,Germany,1
0325291,Germany,1
0325301,Germany,1
0325351,Austria,1
0326417,United Kingdom,1
0326895,Bundesrepublik Deutschland (bis 1990),1
0327434,Bundesrepublik Deutschland (bis 1990),1
0327689,Hungary,1
0327699,United States,1
0328665,Germany,1
0330227,Germany,1
0330282,Germany,1
0330285,Germany,1
0330351,Austria,1
0330624,Germany,1
0330861,Germany,1
0330925,Czechoslovakia,1
0331498,Germany,1
0331824,Germany,1
0331902,Sweden,1
0332048,Germany,1
0332455,Germany,1
0332697,United States,1
0335091,Bundesrepublik Deutschland (bis 1990),1
0335454,Denmark,1
0335519,Austria,1
0335660,United Kingdom,1
0335704,United States,1
0335822,Austria,1
0335985,Austria,1
0336236,Bundesrepublik Deutschland (bis 1990),1
0336361,Bundesrepublik Deutschland (bis 1990),1
0336370,Austria,1
0336737,Bundesrepublik Deutschland (bis 1990),1
0336984,Germany,1
0337313,East Germany,1
0337400,East Germany,1
0337803,Germany,1
0338005,Germany,1
0338053,Germany,1
0338078,Germany,1
0338104,Bundesrepublik Deutschland (bis 1990),1
0338198,Bundesrepublik Deutschland (bis 1990),1
0338232,Germany,1
0338233,Bundesrepublik Deutschland (bis 1990),1
0338234,Bundesrepublik Deutschland (bis 1990),1
0338240,Germany,1
0338313,Germany,1
0338413,Germany,1
0338658,Bundesrepublik Deutschland (bis 1990),1
0338809,Germany,1
0339013,Bundesrepublik Deutschland (bis 1990),1
0339062,Bundesrepublik Deutschland (bis 1990),1
0339223,Bundesrepublik Deutschland (bis 1990),1
0339286,Bundesrepublik Deutschland (bis 1990),1
0339636,Germany,1
0339835,Czechoslovakia,1
0340218,Bundesrepublik Deutschland (bis 1990),1
0340346,United Kingdom,1
0341019,Germany,1
0341062,Italy,1
0341211,United States,1
0341340,Bundesrepublik Deutschland (bis 1990),1
0341397,Austria,1
0341777,Canada,1
0341798,Canada,1
0341987,Canada,1
0342482,Bundesrepublik Deutschland (bis 1990),1
0342496,Bundesrepublik Deutschland (bis 1990),1
0342519,East Germany,1
0342560,Austria,1
0342638,Bundesrepublik Deutschland (bis 1990),1
0342723,Bundesrepublik Deutschland (bis 1990),1
0342826,East Germany,1
0343050,Germany,1
0343240,Australia,1
0344013,Austria,1
0344108,East Germany,1
0344443,Germany,1
0344455,Germany,1
0344743,Bundesrepublik Deutschland (bis 1990),1
0344871,Bundesrepublik Deutschland (bis 1990),1
0345144,Germany,1
0345195,Austria,1
0345330,Germany,1
0345560,Bundesrepublik Deutschland (bis 1990),1
0345880,East Germany,1
0346052,Germany,1
0346088,Germany,1
0346125,Bundesrepublik Deutschland (bis 1990),1
0346181,Germany,1
0346348,United States,1
0347507,Bundesrepublik Deutschland (bis 1990),1
0347944,Germany,1
0348926,Canada,1
0349371,Germany,1
0349398,Germany,1
0349431,Germany,1
0349617,Germany,1
0349728,Austria,1
0350413,Bundesrepublik Deutschland (bis 1990),1
0352606,Bundesrepublik Deutschland (bis 1990),1
0352611,Bundesrepublik Deutschland (bis 1990),1
0352638,Bundesrepublik Deutschland (bis 1990),1
0352656,Bundesrepublik Deutschland (bis 1990),1
0352694,Bundesrepublik Deutschland (bis 1990),1
0352737,Bundesrepublik Deutschland (bis 1990),1
0352746,Bundesrepublik Deutschland (bis 1990),1
0352775,Bundesrepublik Deutschland (bis 1990),1
0352788,Bundesrepublik Deutschland (bis 1990),1
0352855,Bundesrepublik Deutschland (bis 1990),1
0354166,Bundesrepublik Deutschland (bis 1990),1
0354184,Bundesrepublik Deutschland (bis 1990),1
0354209,Bundesrepublik Deutschland (bis 1990),1
0354245,Bundesrepublik Deutschland (bis 1990),1
0354698,Germany,1
0355171,Germany,1
0355333,United States,1
0355432,Germany,1
0356040,United States,1
0356130,Germany,1
0356133,Germany,1
0356171,Germany,1
0356198,Germany,1
0356391,Germany,1
0356526,Germany,1
0356623,Germany,1
0356997,Bundesrepublik Deutschland (bis 1990),1
0357014,Germany,1
0357099,Germany,1
0357269,East Germany,1
0357285,Germany,1
0357308,Germany,1
0357339,Germany,1
0357681,France,1
0358233,Germany,1
0358451,United Kingdom,1
0359807,Bundesrepublik Deutschland (bis 1990),1
0360247,United States,1
0360897,United States,1
0361541,Germany,1
0361629,Germany,1
0361834,Germany,1
0362203,Germany,1
0362233,Germany,1
0362245,Germany,1
0362259,Germany,1
0362312,Bundesrepublik Deutschland (bis 1990),1
0362352,Bundesrepublik Deutschland (bis 1990),1
0362444,Germany,1
0363035,Germany,1
0364138,Bundesrepublik Deutschland (bis 1990),1
0364151,United States,1
0364750,East Germany,1
0365421,Austria,1
0365486,Switzerland,1
0365721,Austria,1
0365990,United States,1
0367012,Germany,1
0367999,Australia,1
0369636,Bundesrepublik Deutschland (bis 1990),1
0370065,East Germany,1
0370179,United States,1
0370207,United States,1
0371436,United States,1
0371441,Bundesrepublik Deutschland (bis 1990),1
0373390,United States,1
0373442,Bundesrepublik Deutschland (bis 1990),1
0373472,Switzerland,1
0373476,Argentina,1
0373558,Spain,1
0374446,Spain,1
0374449,United States,1
0375119,Austria,1
0375390,United States,1
0375916,East Germany,1
0377918,Germany,1
0378738,France,1
0379689,Bundesrepublik Deutschland (bis 1990),1
0379690,Bundesrepublik Deutschland (bis 1990),1
0379693,Bundesrepublik Deutschland (bis 1990),1
0379809,Bundesrepublik Deutschland (bis 1990),1
0379943,Bundesrepublik Deutschland (bis 1990),1
0380058,Bundesrepublik Deutschland (bis 1990),1
0380379,Germany,1
0380430,Germany,1
0380567,Germany,1
0380810,Germany,1
0380811,Germany,1
0380899,Bundesrepublik Deutschland (bis 1990),1
0380909,United States,1
0382050,United Kingdom,1
0382415,Austria,1
0382783,East Germany,1
0382999,Germany,1
0384123,Germany,1
0384124,Germany,1
0384481,Germany,1
0384650,Germany,1
0384706,Germany,1
0385121,East Germany,1
0385884,East Germany,1
0386435,East Germany,1
0386484,East Germany,1
0386492,United States,1
0386606,East Germany,1
0386989,United States,1
0389342,Austria,1
0389347,East Germany,1
0389442,East Germany,1
0389622,United States,1
0390734,United States,1
0393312,Bundesrepublik Deutschland (bis 1990),1
0394610,United States,1
0395133,Bundesrepublik Deutschland (bis 1990),1
0395222,Bundesrepublik Deutschland (bis 1990),1
0395473,Czechoslovakia,1
0395483,Bundesrepublik Deutschland (bis 1990),1
0395812,United States,1
0396378,United Kingdom,1
0396921,Bundesrepublik Deutschland (bis 1990),1
0398430,United Kingdom,1
0400776,Bundesrepublik Deutschland (bis 1990),1
0400848,Sweden,1
0400865,Germany,1
0401256,Bundesrepublik Deutschland (bis 1990),1
0401433,Bundesrepublik Deutschland (bis 1990),1
0401460,Austria,1
0401549,Bundesrepublik Deutschland (bis 1990),1
0401652,Bundesrepublik Deutschland (bis 1990),1
0401919,United Kingdom,1
0402368,Bundesrepublik Deutschland (bis 1990),1
0402571,Bundesrepublik Deutschland (bis 1990),1
0402645,East Germany,1
0403653,Bundesrepublik Deutschland (bis 1990),1
0403714,Bundesrepublik Deutschland (bis 1990),1
0403808,United Kingdom,1
0404059,Bundesrepublik Deutschland (bis 1990),1
0404193,Bundesrepublik Deutschland (bis 1990),1
0404389,East Germany,1
0404935,Switzerland,1
0405037,Bundesrepublik Deutschland (bis 1990),1
0405095,Austria,1
0405597,United Kingdom,1
0406632,United Kingdom,1
0406716,France,1
0408765,Germany,1
0409260,Switzerland,1
0409587,United Kingdom,1
0413013,United Kingdom,1
0413316,Germany,1
0413421,Austria,1
0413568,Bundesrepublik Deutschland (bis 1990),1
0414136,Bundesrepublik Deutschland (bis 1990),1
0415421,Spain,1
0415827,Germany,1
0415832,Bundesrepublik Deutschland (bis 1990),1
0416096,Bundesrepublik Deutschland (bis 1990),1
0416790,Bundesrepublik Deutschland (bis 1990),1
0416826,Bundesrepublik Deutschland (bis 1990),1
0416885,Austria,1
0417364,Bundesrepublik Deutschland (bis 1990),1
0417383,Germany,1
0417478,Austria,1
0417506,Sweden,1
0417606,Austria,1
0417719,Austria,1
0417742,Bundesrepublik Deutschland (bis 1990),1
0417876,Switzerland,1
0417891,Germany,1
0417896,Austria,1
0417924,Austria,1
0417946,Bundesrepublik Deutschland (bis 1990),1
0417972,Germany,1
0417979,Bundesrepublik Deutschland (bis 1990),1
0418000,Austria,1
0418056,Germany,1
0418074,Germany,1
0418116,Germany,1
0418317,Switzerland,1
0420213,Bundesrepublik Deutschland (bis 1990),1
0420853,United Kingdom,1
0421551,Switzerland,1
0424411,United Kingdom,1
0424417,United Kingdom,1
0424445,United States,1
0424515,United Kingdom,1
0425075,Bundesrepublik Deutschland (bis 1990),1
0426018,Bundesrepublik Deutschland (bis 1990),1
0426354,United Kingdom,1
0426532,Germany,1
0426743,United Kingdom,1
0426874,Germany,1
0427394,Germany,1
0427519,Germany,1
0427801,Germany,1
0427828,Germany,1
0427897,Germany,1
0428041,Germany,1
0428499,Germany,1
0428545,Germany,1
0428597,Germany,1
0428722,Germany,1
0429271,Germany,1
0430061,East Germany,1
0430068,Germany,1
0430382,Bundesrepublik Deutschland (bis 1990),1
0431222,Germany,1
0432091,East Germany,1
0432278,Germany,1
0432293,Germany,1
0432295,Germany,1
0432309,Germany,1
0432328,Germany,1
0432329,Germany,1
0432344,Germany,1
0432349,Germany,1
0432380,Germany,1
0432742,Bundesrepublik Deutschland (bis 1990),1
0432818,Germany,1
0432929,Germany,1
0432932,Bundesrepublik Deutschland (bis 1990),1
0433075,East Germany,1
0433505,Austria,1
0433538,United States,1
0433579,Czechoslovakia,1
0433586,Germany,1
0433660,Czechoslovakia,1
0433919,Germany,1
0433967,Germany,1
0434081,Germany,1
0434121,Germany,1
0434132,Germany,1
0434148,Germany,1
0434327,Germany,1
0434348,Germany,1
0434408,Germany,1
0434536,Germany,1
0434914,Germany,1
0435112,Germany,1
0435338,Germany,1
0435448,Germany,1
0435504,Germany,1
0435532,Germany,1
0435546,Czechoslovakia,1
0435615,Germany,1
0435647,Germany,1
0435695,Germany,1
0435698,Germany,1
0435728,Germany,1
0435744,Germany,1
0435769,Germany,1
0435804,Germany,1
0435859,Germany,1
0436026,Bundesrepublik Deutschland (bis 1990),1
0436027,Bundesrepublik Deutschland (bis 1990),1
0436032,Bundesrepublik Deutschland (bis 1990),1
0436144,Germany,1
0436731,Bundesrepublik Deutschland (bis 1990),1
0436751,Germany,1
0436792,Germany,1
0437298,Germany,1
0437421,Bundesrepublik Deutschland (bis 1990),1
0437836,Germany,1
0437858,Germany,1
0437864,Germany,1
0437873,Germany,1
0438008,Germany,1
0438014,Germany,1
0438038,Germany,1
0438039,Germany,1
0438093,Germany,1
0438133,Germany,1
0438217,Germany,1
0438260,Germany,1
0438405,Germany,1
0438406,Germany,1
0438467,Germany,1
0438477,Germany,1
0438569,Germany,1
0438577,United States,1
0438603,Germany,1
0438692,Bundesrepublik Deutschland (bis 1990),1
0438747,Bundesrepublik Deutschland (bis 1990),1
0438763,Germany,1
0438945,Bundesrepublik Deutschland (bis 1990),1
0438971,United States,1
0439040,Germany,1
0439108,Germany,1
0439136,Germany,1
0439141,Germany,1
0439183,Germany,1
0439184,Germany,1
0439271,Germany,1
0439918,Bundesrepublik Deutschland (bis 1990),1
0440011,Germany,1
0440036,Germany,1
0440045,Bundesrepublik Deutschland (bis 1990),1
0440057,Germany,1
0440150,Germany,1
0440256,Germany,1
0440274,Germany,1
0440275,Germany,1
0440365,Germany,1
0440372,Germany,1
0440398,Germany,1
0440407,Germany,1
0440414,Germany,1
0440415,Germany,1
0440419,Germany,1
0440421,Germany,1
0440425,Germany,1
0440466,Germany,1
0440485,Germany,1
0440493,Germany,1
0440509,Germany,1
0440510,Germany,1
0440516,Germany,1
0440523,Germany,1
0440539,Germany,1
0440540,Germany,1
0440561,Germany,1
0440571,Germany,1
0440572,Germany,1
0440583,Germany,1
0440584,Germany,1
0440599,Germany,1
0440668,Germany,1
0440705,Germany,1
0440743,Germany,1
0440757,Germany,1
0440759,Germany,1
0440779,Germany,1
0440829,Germany,1
0440835,Germany,1
0440868,Germany,1
0440921,Germany,1
0441074,Poland,1
0441086,Germany,1
0441094,Germany,1
0441111,Germany,1
0441135,Germany,1
0441152,Germany,1
0441250,Germany,1
0441262,Germany,1
0441279,Germany,1
0441283,Germany,1
0441289,Germany,1
0441298,Germany,1
0441304,Germany,1
0441307,Germany,1
0441315,Germany,1
0441336,Germany,1
0441364,Germany,1
0441365,Germany,1
0441366,Germany,1
0441367,Germany,1
0441444,Germany,1
0441473,Germany,1
0441474,Germany,1
0441501,Germany,1
0441527,Bundesrepublik Deutschland (bis 1990),1
0441532,Germany,1
0441568,Germany,1
0441950,United Kingdom,1
0441976,Germany,1
0442248,Germany,1
0442273,Germany,1
0442328,Germany,1
0442351,Germany,1
0442356,Germany,1
0442394,Germany,1
0442415,Germany,1
0442439,Germany,1
0442467,Germany,1
0442481,Germany,1
0442495,Germany,1
0442582,Germany,1
0442583,Germany,1
0442584,Germany,1
0442597,Germany,1
0442604,Germany,1
0442617,Germany,1
0442676,Germany,1
0442982,Germany,1
0443008,Germany,1
0443015,Germany,1
0443030,Germany,1
0443077,Finland,1
0443212,Germany,1
0443234,Germany,1
0443237,Germany,1
0443262,Germany,1
0443291,Germany,1
0443514,United States,1
0443913,Bundesrepublik Deutschland (bis 1990),1
0444150,Bundesrepublik Deutschland (bis 1990),1
0444607,Germany,1
0444611,Germany,1
0444621,Germany,1
0444635,Germany,1
0444636,Germany,1
0444637,Germany,1
0444644,Germany,1
0444654,Germany,1
0444655,Germany,1
0444656,Germany,1
0444671,Germany,1
0444697,Germany,1
0444711,Germany,1
0444754,Germany,1
0444777,Germany,1
0444782,Germany,1
0444784,Germany,1
0444803,Germany,1
0444825,Germany,1
0444831,Germany,1
0444834,Germany,1
0444848,Germany,1
0444900,Germany,1
0444911,Germany,1
0444933,Germany,1
0444940,Germany,1
0444941,Germany,1
0445031,Finland,1
0445197,Bundesrepublik Deutschland (bis 1990),1
0445279,Bundesrepublik Deutschland (bis 1990),1
0445762,Germany,1
0445797,Germany,1
0446041,Germany,1
0446056,Germany,1
0446072,Germany,1
0446126,Germany,1
0446127,Germany,1
0446130,Germany,1
0446131,Austria,1
0446137,Germany,1
0446138,Germany,1
0446153,Germany,1
0446156,Germany,1
0446165,Germany,1
0446169,Germany,1
0446180,Germany,1
0446201,Germany,1
0446327,Bundesrepublik Deutschland (bis 1990),1
0446332,Germany,1
0446333,Germany,1
0446429,Bundesrepublik Deutschland (bis 1990),1
0446530,France,1
0446859,United States,1
0446890,Germany,1
0446922,Germany,1
0447003,Germany,1
0447043,Germany,1
0447168,Germany,1
0447201,Germany,1
0447239,Bundesrepublik Deutschland (bis 1990),1
0447248,Germany,1
0447281,Germany,1
0447282,Germany,1
0447313,Germany,1
0447314,Germany,1
0447315,Germany,1
0447318,Germany,1
0447345,Germany,1
0447356,Germany,1
0447376,Germany,1
0447384,Germany,1
0447386,Germany,1
0447397,Germany,1
0447408,Germany,1
0447413,Germany,1
0447424,Germany,1
0447425,Germany,1
0447428,Germany,1
0447430,Germany,1
0447441,Germany,1
0447473,Germany,1
0447477,Germany,1
0447523,Germany,1
0447534,Germany,1
0447540,Germany,1
0447543,Germany,1
0447564,Germany,1
0447565,Germany,1
0447566,Bundesrepublik Deutschland (bis 1990),1
0447568,Germany,1
0447779,Spain,1
0447824,Germany,1
0447880,Germany,1
0447974,Germany,1
0448014,Germany,1
0448015,Germany,1
0448111,Germany,1
0448112,Germany,1
0448133,Germany,1
0448144,Germany,1
0448178,Germany,1
0448346,Bundesrepublik Deutschland (bis 1990),1
0448450,Germany,1
0448471,Bundesrepublik Deutschland (bis 1990),1
0448479,Germany,1
0448484,Germany,1
0448487,Germany,1
0448488,Germany,1
0448511,Germany,1
0448518,Germany,1
0448526,Germany,1
0448527,Germany,1
0448540,Germany,1
0448551,Germany,1
0448584,Germany,1
0448587,Germany,1
0448607,Germany,1
0448622,Germany,1
0448703,Germany,1
0448798,Bundesrepublik Deutschland (bis 1990),1
0448826,Germany,1
0448850,Germany,1
0448976,Germany,1
0448986,Germany,1
0449016,Germany,1
0449025,Germany,1
